Total Fwd Packet,Total Bwd packets,Flow Bytes/s,Bwd Packets/s,FWD Init Win Bytes,Bwd Init Win Bytes,Flow Duration,Flow IAT Min,Fwd IAT Min,Fwd IAT Total,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Packet Length Max,Fwd Seg Size Min,PSH Flag Count,Down/Up Ratio,Fwd Header Length,Label
4,2,5090.670498,22.62520221,-1,-1,88397.0,3,3,31247,4,0.0,4,212.0,238.0,53,0.0,119,0.0,119,20,0,0,104.0,BENIGN
2,2,1354838.71,10752.68817,-1,-1,186.0,3,3,3,49,0.0,49,78.0,174.0,39,0.0,87,0.0,87,20,0,1,40.0,BENIGN
2,2,1595628.415,10928.96175,-1,-1,183.0,4,4,4,48,0.0,48,98.0,194.0,49,0.0,97,0.0,97,20,0,1,40.0,BENIGN
2,2,10558.77011,84.47016092,-1,-1,23677.0,3,3,3,4,0.0,4,62.0,188.0,31,0.0,94,0.0,94,32,0,1,64.0,BENIGN
2,2,1341176.471,11764.70588,-1,-1,170.0,4,4,4,48,0.0,48,98.0,130.0,49,0.0,65,0.0,65,32,0,1,64.0,BENIGN
2,2,1101123.596,11235.95506,-1,-1,178.0,1,1,1,47,0.0,47,82.0,114.0,41,0.0,57,0.0,57,20,0,1,40.0,BENIGN
2,2,14705.268,83.55265906,-1,-1,23937.0,4,4,4,4,0.0,4,98.0,254.0,49,0.0,127,0.0,127,20,0,1,40.0,BENIGN
2,2,11616.56845,84.79247043,-1,-1,23587.0,3,4,4,3,0.0,3,52.0,222.0,26,0.0,111,0.0,111,32,0,1,64.0,BENIGN
4,2,6183.469004,26.09058652,-1,-1,76656.0,3,3,31050,3,0.0,3,164.0,310.0,41,0.0,155,0.0,155,20,0,0,80.0,BENIGN
2,2,1337142.857,11428.57143,-1,-1,175.0,4,4,4,48,0.0,48,82.0,152.0,41,0.0,76,0.0,76,20,0,1,40.0,BENIGN
2,2,2117647.059,9049.773756,-1,-1,221.0,4,4,4,49,0.0,49,106.0,362.0,53,0.0,181,0.0,181,32,0,1,64.0,BENIGN
4,2,6201.643737,30.10506668,-1,-1,66434.0,3,3,30601,4,0.0,4,104.0,308.0,26,0.0,154,0.0,154,20,0,0,80.0,BENIGN
4,2,6712.708965,43.03018568,-1,-1,46479.0,3,3,30995,4,0.0,4,152.0,160.0,38,0.0,80,0.0,80,20,0,0,80.0,BENIGN
2,2,21423.75169,84.34547908,-1,-1,23712.0,3,3,3,3,0.0,3,60.0,448.0,30,0.0,224,0.0,224,20,0,1,40.0,BENIGN
4,2,13588.87251,42.73230348,-1,-1,46803.0,3,4,30271,3,0.0,3,152.0,484.0,38,0.0,242,0.0,242,20,0,0,88.0,BENIGN
2,2,6592.849294,84.5237089,-1,-1,23662.0,3,3,3,49,0.0,49,62.0,94.0,31,0.0,47,0.0,47,20,0,1,40.0,BENIGN
4,4,13945.30625,127.9385895,-1,-1,31265.0,1,1,31066,1,4244.45556,7425,120.0,316.0,30,0.0,79,0.0,79,20,0,1,80.0,BENIGN
2,2,1220338.983,11299.43503,-1,-1,177.0,3,3,3,48,0.0,48,64.0,152.0,32,0.0,76,0.0,76,20,0,1,40.0,BENIGN
2,2,2274193.548,8064.516129,-1,-1,248.0,4,4,4,46,0.0,46,90.0,474.0,45,0.0,237,0.0,237,32,0,1,64.0,BENIGN
2,2,7198.459864,83.70302168,-1,-1,23894.0,3,3,3,3,0.0,3,70.0,102.0,35,0.0,51,0.0,51,20,0,1,40.0,BENIGN
4,2,4529.12033,21.26347573,-1,-1,94058.0,3,3,63161,49,0.0,49,152.0,274.0,38,0.0,137,0.0,137,20,0,0,104.0,BENIGN
2,2,2253807.107,10152.28426,-1,-1,197.0,3,3,3,48,0.0,48,174.0,270.0,87,0.0,135,0.0,135,32,0,1,64.0,BENIGN
4,2,14127.1443,41.18700962,-1,-1,48559.0,3,4,30483,3,0.0,3,348.0,338.0,87,0.0,169,0.0,169,20,0,0,80.0,BENIGN
2,2,994594.5946,10810.81081,-1,-1,185.0,3,3,3,48,0.0,48,64.0,120.0,32,0.0,60,0.0,60,20,0,1,40.0,BENIGN
2,2,883977.9006,11049.72376,-1,-1,181.0,3,3,3,48,0.0,48,64.0,96.0,32,0.0,48,0.0,48,20,0,1,40.0,BENIGN
2,2,945812.8079,9852.216749,-1,-1,203.0,48,48,48,48,0.0,48,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
4,2,10826.98198,28.49205784,-1,-1,70195.0,2,3,30151,2,0.0,2,232.0,528.0,58,0.0,264,0.0,264,20,0,0,104.0,BENIGN
4,2,6561.402023,42.33162596,-1,-1,47246.0,1,1,31033,4,0.0,4,120.0,190.0,30,0.0,95,0.0,95,20,0,0,80.0,BENIGN
2,2,13706.16354,84.6059478,-1,-1,23639.0,3,3,3,3,0.0,3,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
2,2,1018867.925,9433.962264,-1,-1,212.0,48,48,48,49,0.0,49,60.0,156.0,30,0.0,78,0.0,78,32,0,1,64.0,BENIGN
4,2,15825.61959,42.65665657,-1,-1,46886.0,3,3,43801,3,0.0,3,188.0,554.0,47,0.0,277,0.0,277,20,0,0,80.0,BENIGN
2,2,1216374.269,11695.90643,-1,-1,171.0,3,3,3,48,0.0,48,88.0,120.0,44,0.0,60,0.0,60,32,0,1,64.0,BENIGN
2,2,1565217.391,10869.56522,-1,-1,184.0,3,3,3,48,0.0,48,88.0,200.0,44,0.0,100,0.0,100,32,0,1,64.0,BENIGN
2,2,796019.9005,9950.248756,-1,-1,201.0,48,48,48,49,0.0,49,64.0,96.0,32,0.0,48,0.0,48,20,0,1,40.0,BENIGN
4,2,11456.22234,41.3582034,-1,-1,48358.0,3,3,30735,3,0.0,3,260.0,294.0,65,0.0,147,0.0,147,20,0,0,104.0,BENIGN
2,2,12323.79505,84.40955516,-1,-1,23694.0,3,3,3,4,0.0,4,62.0,230.0,31,0.0,115,0.0,115,32,0,1,64.0,BENIGN
4,2,6425.060316,25.80345508,-1,-1,77509.0,3,3,30087,4,0.0,4,140.0,358.0,35,0.0,179,0.0,179,20,0,0,80.0,BENIGN
2,2,1030674.847,12269.93865,-1,-1,163.0,3,3,3,48,0.0,48,68.0,100.0,34,0.0,50,0.0,50,32,0,1,64.0,BENIGN
2,2,7123.473541,84.80325645,-1,-1,23584.0,3,3,3,3,0.0,3,68.0,100.0,34,0.0,50,0.0,50,20,0,1,40.0,BENIGN
2,2,788177.3399,9852.216749,-1,-1,203.0,0,49,49,0,0.0,0,64.0,96.0,32,0.0,48,0.0,48,20,0,1,40.0,BENIGN
4,2,8386.62673,32.38079819,-1,-1,61765.0,3,3,60156,48,0.0,48,132.0,386.0,33,0.0,193,0.0,193,20,0,0,80.0,BENIGN
8,6,647.0996936,5.610690985,-1,-1,1069387.0,1,3,1069229,1,439519.5059,1021144,284.0,408.0,35,0.534522484,52,24.78709342,100,20,0,0,184.0,BENIGN
4,4,8892.789235,117.0103847,-1,-1,34185.0,3,3,34027,48,19571.88546,34045,120.0,184.0,30,0.0,46,0.0,46,20,0,1,104.0,BENIGN
2,2,1841860.465,9302.325581,-1,-1,215.0,4,4,4,48,0.0,48,70.0,326.0,35,0.0,163,0.0,163,20,0,1,40.0,BENIGN
4,4,29077.80887,128.6628711,-1,-1,31089.0,2,2,30822,48,17762.46971,30911,132.0,772.0,33,0.0,193,0.0,193,20,0,1,80.0,BENIGN
2,2,946745.5621,11834.31953,-1,-1,169.0,3,3,3,48,0.0,48,64.0,96.0,32,0.0,48,0.0,48,32,0,1,64.0,BENIGN
2,2,2280701.754,8771.929825,-1,-1,228.0,3,3,3,48,0.0,48,132.0,388.0,66,0.0,194,0.0,194,32,0,1,64.0,BENIGN
2,2,2334841.629,9049.773756,-1,-1,221.0,3,3,3,48,0.0,48,130.0,386.0,65,0.0,193,0.0,193,32,0,1,64.0,BENIGN
4,2,3820.574501,28.30055186,-1,-1,70670.0,3,3,35680,3,0.0,3,128.0,142.0,32,0.0,71,0.0,71,20,0,0,80.0,BENIGN
2,2,1154228.856,9950.248756,-1,-1,201.0,47,47,47,48,0.0,48,100.0,132.0,50,0.0,66,0.0,66,20,0,1,40.0,BENIGN
2,2,1394230.769,9615.384615,-1,-1,208.0,49,49,49,49,0.0,49,86.0,204.0,43,0.0,102,0.0,102,20,0,1,40.0,BENIGN
2,2,1479591.837,10204.08163,-1,-1,196.0,3,3,3,49,0.0,49,86.0,204.0,43,0.0,102,0.0,102,20,0,1,40.0,BENIGN
4,2,6335.362844,41.13871976,-1,-1,48616.0,2,2,34544,3,0.0,3,140.0,168.0,35,0.0,84,0.0,84,20,0,0,104.0,BENIGN
4,2,6455.912366,41.65104752,-1,-1,48018.0,1,1,31179,3,0.0,3,124.0,186.0,31,0.0,93,0.0,93,20,0,0,80.0,BENIGN
4,2,7100.492858,41.76760505,-1,-1,47884.0,3,3,38944,4,0.0,4,140.0,200.0,35,0.0,100,0.0,100,20,0,0,80.0,BENIGN
2,2,8565.310493,83.97363228,-1,-1,23817.0,3,4,4,3,0.0,3,70.0,134.0,35,0.0,67,0.0,67,20,0,1,40.0,BENIGN
2,2,8560000.0,40000.0,-1,-1,50.0,1,1,1,1,0.0,1,70.0,358.0,35,0.0,179,0.0,179,20,0,1,40.0,BENIGN
2,2,1340314.136,10471.20419,-1,-1,191.0,2,2,2,48,0.0,48,100.0,156.0,50,0.0,78,0.0,78,20,0,1,40.0,BENIGN
2,2,1835714.286,7142.857143,-1,-1,280.0,3,3,3,48,0.0,48,70.0,444.0,35,0.0,222,0.0,222,20,0,1,40.0,BENIGN
2,2,906976.7442,11627.90698,-1,-1,172.0,4,4,4,49,0.0,49,62.0,94.0,31,0.0,47,0.0,47,20,0,1,40.0,BENIGN
4,2,14193.16341,42.62211235,-1,-1,46924.0,3,3,30382,3,0.0,3,196.0,470.0,49,0.0,235,0.0,235,20,0,0,80.0,BENIGN
2,2,9008.257569,83.40979231,-1,-1,23978.0,3,3,3,3,0.0,3,60.0,156.0,30,0.0,78,0.0,78,20,0,1,40.0,BENIGN
2,2,1568345.324,14388.48921,-1,-1,139.0,0,0,0,1,0.0,1,72.0,146.0,36,0.0,73,0.0,73,20,0,1,40.0,BENIGN
2,2,1284313.725,9803.921569,-1,-1,204.0,48,48,48,49,0.0,49,68.0,194.0,34,0.0,97,0.0,97,32,0,1,64.0,BENIGN
4,4,25488.36611,128.7291217,-1,-1,31073.0,3,3,30873,4,3860.803932,6765,140.0,652.0,35,0.0,163,0.0,163,20,0,1,104.0,BENIGN
2,2,1395348.837,9302.325581,-1,-1,215.0,48,48,48,49,0.0,49,94.0,206.0,47,0.0,103,0.0,103,20,0,1,40.0,BENIGN
2,2,1197860.963,10695.18717,-1,-1,187.0,3,3,3,47,0.0,47,58.0,166.0,29,0.0,83,0.0,83,20,0,1,40.0,BENIGN
2,2,1200000.0,11764.70588,-1,-1,170.0,3,3,3,46,0.0,46,70.0,134.0,35,0.0,67,0.0,67,32,0,1,64.0,BENIGN
4,2,5326.67499,33.29171868,-1,-1,60075.0,1,1,30719,3,0.0,3,132.0,188.0,33,0.0,94,0.0,94,20,0,0,80.0,BENIGN
4,4,17281.75192,131.9217704,-1,-1,30321.0,2,2,30120,3,3728.021638,6535,140.0,384.0,35,0.0,96,0.0,96,20,0,1,80.0,BENIGN
2,2,1068322.981,12422.36025,-1,-1,161.0,3,3,3,48,0.0,48,70.0,102.0,35,0.0,51,0.0,51,32,0,1,64.0,BENIGN
2,2,18075.851,84.46659346,-1,-1,23678.0,3,3,3,4,0.0,4,132.0,296.0,66,0.0,148,0.0,148,20,0,1,40.0,BENIGN
2,2,12983.18088,84.30636935,-1,-1,23723.0,3,3,3,4,0.0,4,90.0,218.0,45,0.0,109,0.0,109,32,0,1,64.0,BENIGN
2,2,1265536.723,11299.43503,-1,-1,177.0,4,4,4,47,0.0,47,58.0,166.0,29,0.0,83,0.0,83,20,0,1,40.0,BENIGN
2,2,600000.0,7692.307692,-1,-1,260.0,47,47,47,48,0.0,48,62.0,94.0,31,0.0,47,0.0,47,20,0,1,40.0,BENIGN
2,2,1212962.963,9259.259259,-1,-1,216.0,4,4,4,48,0.0,48,90.0,172.0,45,0.0,86,0.0,86,32,0,1,64.0,BENIGN
4,4,18291.27874,131.5919334,-1,-1,30397.0,3,3,30241,3,3150.392092,5533,156.0,400.0,39,0.0,100,0.0,100,20,0,1,104.0,BENIGN
4,2,1498.603954,8.372089129,-1,-1,238889.0,1,1,50065,3,0.0,3,124.0,234.0,31,0.0,117,0.0,117,20,0,0,104.0,BENIGN
2,2,1975609.756,12195.12195,-1,-1,164.0,2,3,3,2,0.0,2,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
2,2,1317647.059,11764.70588,-1,-1,170.0,3,3,3,48,0.0,48,84.0,140.0,42,0.0,70,0.0,70,20,0,1,40.0,BENIGN
2,2,13870.92982,78.36683516,-1,-1,25521.0,3,3,3,3,0.0,3,78.0,276.0,39,0.0,138,0.0,138,20,0,1,40.0,BENIGN
2,2,1371727.749,10471.20419,-1,-1,191.0,4,4,4,48,0.0,48,92.0,170.0,46,0.0,85,0.0,85,20,0,1,40.0,BENIGN
2,2,7980.209081,39.90104541,-1,-1,50124.0,2,2,2,4,0.0,4,118.0,282.0,59,0.0,141,0.0,141,32,0,1,64.0,BENIGN
2,2,1234567.901,12345.67901,-1,-1,162.0,1,3,3,1,0.0,1,84.0,116.0,42,0.0,58,0.0,58,20,0,1,40.0,BENIGN
2,2,10404.03645,78.22583799,-1,-1,25567.0,3,3,3,3,0.0,3,72.0,194.0,36,0.0,97,0.0,97,20,0,1,40.0,BENIGN
4,4,13402.62033,80.25521157,-1,-1,49841.0,1,3,49665,1,26.2741952,50,204.0,464.0,51,0.0,116,0.0,116,20,0,1,104.0,BENIGN
2,2,1099415.205,11695.90643,-1,-1,171.0,3,3,3,49,0.0,49,78.0,110.0,39,0.0,55,0.0,55,32,0,1,64.0,BENIGN
2,2,1224043.716,10928.96175,-1,-1,183.0,4,4,4,48,0.0,48,58.0,166.0,29,0.0,83,0.0,83,20,0,1,40.0,BENIGN
4,4,9614.270821,57.9172941,-1,-1,69064.0,3,3,68859,4,12094.9308,21027,132.0,532.0,33,0.0,133,0.0,133,20,0,1,80.0,BENIGN
2,2,1854748.603,11173.18436,-1,-1,179.0,3,3,3,48,0.0,48,118.0,214.0,59,0.0,107,0.0,107,32,0,1,64.0,BENIGN
2,2,1278350.515,10309.27835,-1,-1,194.0,3,3,3,49,0.0,49,86.0,162.0,43,0.0,81,0.0,81,20,0,1,40.0,BENIGN
2,2,1580487.805,9756.097561,-1,-1,205.0,3,3,3,49,0.0,49,60.0,264.0,30,0.0,132,0.0,132,20,0,1,40.0,BENIGN
4,4,8234.180082,82.34180082,-1,-1,48578.0,1,3,48280,1,27933.94754,48455,168.0,232.0,42,0.0,58,0.0,58,20,0,1,104.0,BENIGN
4,2,6193.740193,41.29160129,-1,-1,48436.0,3,4,30849,3,0.0,3,160.0,140.0,40,0.0,70,0.0,70,32,0,0,128.0,BENIGN
4,2,9383.002991,43.04129813,-1,-1,46467.0,3,3,32427,3,0.0,3,156.0,280.0,39,0.0,140,0.0,140,32,0,0,128.0,BENIGN
2,2,1242553.191,8510.638298,-1,-1,235.0,3,3,3,48,0.0,48,82.0,210.0,41,0.0,105,0.0,105,20,0,1,40.0,BENIGN
2,2,1732620.321,10695.18717,-1,-1,187.0,3,3,3,48,0.0,48,114.0,210.0,57,0.0,105,0.0,105,20,0,1,40.0,BENIGN
2,2,310679.6117,2427.184466,-1,-1,824.0,3,4,4,3,0.0,3,66.0,190.0,33,0.0,95,0.0,95,20,0,1,40.0,BENIGN
2,2,969696.9697,10101.0101,-1,-1,198.0,48,48,48,49,0.0,49,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0,BENIGN
2,2,1127071.823,11049.72376,-1,-1,181.0,4,4,4,48,0.0,48,86.0,118.0,43,0.0,59,0.0,59,32,0,1,64.0,BENIGN
2,2,1355932.203,11299.43503,-1,-1,177.0,4,4,4,47,0.0,47,104.0,136.0,52,0.0,68,0.0,68,20,0,1,40.0,BENIGN
4,2,8253.319714,40.85801839,-1,-1,48950.0,2,2,37569,3,0.0,3,160.0,244.0,40,0.0,122,0.0,122,20,0,0,80.0,BENIGN
4,4,18839.95916,131.7479661,-1,-1,30361.0,3,3,30189,3,3889.391083,6816,164.0,408.0,41,0.0,102,0.0,102,20,0,1,104.0,BENIGN
2,2,1550239.234,9569.37799,-1,-1,209.0,3,3,3,48,0.0,48,66.0,258.0,33,0.0,129,0.0,129,32,0,1,64.0,BENIGN
4,2,3216.176543,16.49321304,-1,-1,121262.0,3,3,30301,48,0.0,48,172.0,218.0,43,0.0,109,0.0,109,20,0,0,104.0,BENIGN
4,2,6664.734859,26.34282553,-1,-1,75922.0,3,4,30484,3,0.0,3,228.0,278.0,57,0.0,139,0.0,139,20,0,0,80.0,BENIGN
4,2,8849.734708,40.04404845,-1,-1,49945.0,2,4,40293,2,0.0,2,208.0,234.0,52,0.0,117,0.0,117,20,0,0,80.0,BENIGN
4,2,5763.849249,27.84468236,-1,-1,71827.0,4,4,31059,48,0.0,48,172.0,242.0,43,0.0,121,0.0,121,20,0,0,80.0,BENIGN
4,2,7197.595156,42.33879504,-1,-1,47238.0,3,3,30888,3,0.0,3,176.0,164.0,44,0.0,82,0.0,82,20,0,0,80.0,BENIGN
4,2,2195.973117,13.98708992,-1,-1,142989.0,3,3,35854,3,0.0,3,144.0,170.0,36,0.0,85,0.0,85,32,0,0,128.0,BENIGN
4,2,4094.22963,20.78289152,-1,-1,96233.0,3,3,30712,48,0.0,48,132.0,262.0,33,0.0,131,0.0,131,32,0,0,128.0,BENIGN
4,2,5529.746951,28.06978148,-1,-1,71251.0,3,159,30285,3,0.0,3,160.0,234.0,40,0.0,117,0.0,117,20,0,0,80.0,BENIGN
2,2,9385.492941,80.9094219,-1,-1,24719.0,2,4,4,2,0.0,2,72.0,160.0,36,0.0,80,0.0,80,20,0,1,40.0,BENIGN
4,2,8815.031949,42.17718636,-1,-1,47419.0,3,3,31639,4,0.0,4,192.0,226.0,48,0.0,113,0.0,113,20,0,0,80.0,BENIGN
2,2,1156862.745,9803.921569,-1,-1,204.0,3,3,3,48,0.0,48,80.0,156.0,40,0.0,78,0.0,78,20,0,1,40.0,BENIGN
2,2,1391304.348,12422.36025,-1,-1,161.0,3,3,3,48,0.0,48,96.0,128.0,48,0.0,64,0.0,64,20,0,1,40.0,BENIGN
4,2,7668.784561,31.6891924,-1,-1,63113.0,3,3,30744,4,0.0,4,184.0,300.0,46,0.0,150,0.0,150,20,0,0,104.0,BENIGN
2,2,17245.64733,82.515059,-1,-1,24238.0,3,3,3,3,0.0,3,104.0,314.0,52,0.0,157,0.0,157,20,0,1,40.0,BENIGN
29,24,1162.427015,2.239384199,8192,2050,10717232.0,1,2,10700000,1,1567468.95,10700000,8238.0,4220.0,0,669.1816394,0,153.2748786,3120,20,1,0,604.0,BENIGN
4,2,7559.100381,28.74182654,-1,-1,69585.0,3,3,30150,3,0.0,3,204.0,322.0,51,0.0,161,0.0,161,32,0,0,128.0,BENIGN
6,4,7.371701611,0.034854381,-1,-1,114763191.0,3,3,115000000,4,52200000.0,115000000,250.0,596.0,38,5.680375574,134,17.32050808,164,20,0,0,120.0,BENIGN
5,5,90.91226551,0.494626037,8192,60,10108647.0,126,141,10000000,230,5001556.901,10100000,493.0,426.0,0,210.4300359,0,183.8292686,475,20,1,1,112.0,BENIGN
2,0,123711.3402,0.0,255,-1,97.0,97,97,97,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
15,13,87.59619934,0.198700156,8192,260,65425213.0,99,211,65400000,219,4961783.903,65400000,1831.0,3900.0,0,371.3862961,0,587.362608,1709,20,1,0,312.0,BENIGN
16,15,99.12424851,0.227906764,8192,270,65816388.0,3,351,61000000,3,4947602.079,65800000,2182.0,4342.0,0,308.6568483,0,550.532582,1709,20,1,0,332.0,BENIGN
2,0,2454.991817,0.0,64240,-1,4888.0,4888,4888,4888,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
13,16,93795.17194,66.65139239,8192,32132,240055.0,24,68,204891,48,27243.90496,207388,1487.0,21029.0,0,304.6001583,2,675.0922622,2920,20,1,1,272.0,BENIGN
6,7,1083.603012,1.368432453,8192,30016,5115342.0,4,158,168027,4,2033405.004,5081986,343.0,5200.0,0,84.82550717,2,844.9866722,1955,20,1,1,132.0,BENIGN
6,8,1085.658027,1.564912472,8192,11,5112107.0,1,332,163186,1,1884667.907,5078797,346.0,5204.0,0,85.83161811,0,824.768539,1955,20,1,1,132.0,BENIGN
7,7,1087.334589,1.37091897,8192,30016,5106064.0,4,220,157031,4,2034904.705,5073468,352.0,5200.0,0,80.75005529,2,844.9866722,1955,20,1,1,152.0,BENIGN
10,11,1486.190898,1.791180002,8192,12,6141203.0,3,158,1192441,3,1575113.774,6108188,2034.0,7093.0,0,363.6558813,0,657.6816583,1460,20,1,1,212.0,BENIGN
10,9,1265.140756,1.290374751,8192,32320,6974718.0,3,170,2026138,3,1790235.301,6941418,1735.0,7089.0,0,285.2800768,2,973.3027535,2920,20,1,0,212.0,BENIGN
2,0,75471.69811,0.0,63917,-1,159.0,159,159,159,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
3,0,45.05474151,0.0,255,-1,399514.0,43,43,399514,0,0.0,0,18.0,0.0,6,0.0,0,0.0,6,20,0,0,60.0,BENIGN
2,0,29.65005522,0.0,63917,-1,404721.0,404721,404721,404721,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,0,91603.05344,0.0,252,-1,131.0,131,131,131,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,0,80000.0,0.0,64209,-1,150.0,150,150,150,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
3,3,17.93932919,2.989888198,8192,0,1003382.0,468,500769,1002798,500736,996.3134547,1002881,0.0,18.0,0,0.0,6,0.0,6,28,1,1,92.0,BENIGN
16,14,7.532440461,0.12135117,8192,946,115367656.0,117,15377,115000000,1090,3717850.662,110000000,615.0,254.0,0,131.3585266,0,66.176753,531,20,1,0,332.0,BENIGN
3,1,2.125390231,0.177115853,8192,29200,5646022.0,102,15112,5646022,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
26,23,164.044827,0.196583703,8192,980,116998508.0,3,3,117000000,47,5114892.897,112000000,848.0,18345.0,0,81.03533892,0,1216.559035,4096,20,1,0,532.0,BENIGN
48,58,671.4212861,0.495734639,8192,1086,116998078.0,0,4,117000000,48,4001018.607,112000000,2241.0,76314.0,0,118.5020255,0,948.7995982,2920,20,1,1,972.0,BENIGN
9,7,860.166043,1.157693194,8192,946,6046507.0,3,3,6046507,48,41522.33317,161998,385.0,4816.0,0,70.49074013,0,660.0696933,1460,20,1,0,192.0,BENIGN
22,22,93.47488451,0.189516861,8192,980,116084658.0,3,3,116000000,48,5149296.786,111000000,906.0,9945.0,0,102.5724535,0,631.9949124,1460,20,1,1,452.0,BENIGN
3,1,2.056863006,0.171405251,8192,29200,5834127.0,40,96109,5834127,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
3,1,2.056883455,0.171406955,8192,29200,5834069.0,53,98497,5834069,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
9,8,120.0714126,0.215471355,8192,980,37127905.0,25,143,33000000,512,4707831.863,37000000,898.0,3560.0,0,187.7956188,0,820.2807882,1774,20,1,0,192.0,BENIGN
10,9,84.46245898,0.170287216,8192,980,52851883.0,118,242,43100000,791,4785736.504,52800000,904.0,3560.0,0,179.5217102,0,781.508655,1774,20,1,0,212.0,BENIGN
3,1,2.151166022,0.179263835,8192,29200,5578370.0,87,93042,5578370,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
3,1,2.073261458,0.172771788,8192,29200,5787982.0,65,99842,5787982,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
3,1,2.073167972,0.172763998,8192,29200,5788243.0,63,107176,5788243,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
6,7,81.2961592,0.234186467,8192,946,29890711.0,56,350,20300000,191,5407979.924,29800000,455.0,1975.0,0,174.0119728,0,551.8829672,1460,20,1,1,132.0,BENIGN
7,7,70.24324347,0.201848401,8192,946,34679492.0,73,313,30400000,543,4980882.457,34600000,461.0,1975.0,0,161.0283915,0,741.1937283,1963,20,1,1,152.0,BENIGN
9,9,44.06355653,0.177120147,8192,946,50812966.0,85,484,50600000,764,5187491.747,50700000,460.0,1779.0,0,137.5976421,0,588.5057349,1767,20,1,1,192.0,BENIGN
2,0,130434.7826,0.0,256,-1,92.0,92,92,92,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,0,99173.55372,0.0,256,-1,121.0,121,121,121,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,0,83916.08392,0.0,256,-1,143.0,143,143,143,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,0,100000.0,0.0,256,-1,120.0,120,120,120,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,0,96774.19355,0.0,256,-1,124.0,124,124,124,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
3,1,2.051721155,0.170976763,8192,26883,5848748.0,3,51512,5848748,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0,BENIGN
14,12,64.73889378,0.192962426,8192,122,62188273.0,132,236,62100000,13347,5066568.56,62100000,2125.0,1901.0,0,294.8841177,0,293.3314781,823,20,1,0,292.0,BENIGN
3,1,2.486900253,0.177635732,8192,26883,5629498.0,41,100160,5629498,0,0.0,0,12.0,2.0,0,3.464101615,2,0.0,6,20,1,0,72.0,BENIGN
8,8,24.60830833,0.196866467,8192,30016,40636682.0,129,274,40500000,7678,5375203.301,40500000,443.0,557.0,0,142.0934677,2,181.5803148,519,20,1,1,172.0,BENIGN
2,0,102564.1026,0.0,63721,-1,117.0,117,117,117,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
8,6,760.1219891,1.066089746,8192,946,5628044.0,48,49,5628044,48,20184.18576,78786,375.0,3903.0,0,72.74110157,0,681.633846,1460,20,1,0,172.0,BENIGN
3,2,3883.205833,9.312244204,8192,30,214771.0,79,589,97714,117725,0.0,117725,403.0,431.0,0,227.4957875,0,304.7630227,431,20,1,0,72.0,BENIGN
2,0,4146.510021,0.0,254,-1,2894.0,2894,2894,2894,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
2,2,2.310534265,0.385089044,8192,29,5193604.0,95,97124,97124,5096575,0.0,5096575,6.0,6.0,0,4.242640687,0,4.242640687,6,20,1,1,52.0,BENIGN
2,0,153846.1538,0.0,256,-1,78.0,78,78,78,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0,BENIGN
