Total Fwd Packet,Total Bwd packets,Flow Bytes/s,Bwd Packets/s,FWD Init Win Bytes,Bwd Init Win Bytes,Flow Duration,Flow IAT Min,Fwd IAT Min,Fwd IAT Total,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Packet Length Max,Fwd Seg Size Min,PSH Flag Count,Down/Up Ratio,Fwd Header Length
16,14,15.1198,0.121039099,8192,946,115665104.0,101.4951,266,116000000,589,3761499.326,110000000,515.0,1397.0,0,106.3605307,0,371.6404753,1391,20,1,0,332.0
17,14,19.605,0.120746468,8192,946,115945420.0,37.7433,2250,116000000,1585,3761855.98,110000000,515.0,1780.0,0,106.3605307,0,474.0007882,1774,20,1,0,332.0
16,14,20.4587,0.120746648,8192,946,115945248.0,67.1001,2188,116000000,575,3762091.892,110000000,515.0,1780.0,0,106.3605307,0,474.0007882,1774,20,1,0,332.0
16,14,19.6953,0.120556711,8192,946,116127919.0,87.8674,24542,116000000,823,3748447.697,110000000,515.0,1776.0,0,106.3605307,0,472.9317494,1770,20,1,0,332.0
16,14,19.6367,0.1216036,8192,946,115128171.0,81.7142,374,115000000,893,3761253.037,110000000,515.0,1812.0,0,106.3605307,0,482.5531002,1806,20,1,0,332.0
8,5,663.5167,0.927901497,8192,110,5388503.0,3.216,3,5388503,248,57390.02138,181617,372.0,3118.0,0,71.87687886,0,829.6163571,1601,20,1,0,172.0
20,21,229.4468,0.332510575,8192,157,63155886.0,47.6215,10464,63200000,47,4639520.881,63100000,6482.0,7108.0,0,604.5587096,0,519.4694042,1618,20,1,1,432.0
15,14,108.6913,0.231950084,8192,114,60357814.0,31.5501,239,60400000,48,5196087.585,60300000,802.0,5659.0,0,120.2141861,0,588.6267171,1460,20,1,1,292.0
15,14,92.1437,0.231947363,8192,114,60358522.0,19.2519,211,60400000,48,5168807.875,60300000,911.0,5286.0,0,140.6324829,0,588.8408057,1460,20,1,0,312.0
2,5,37930.5968,65.66505568,8192,237,76144.0,0.9909,9658,42440,1,21123.24187,43534,433.0,2278.0,0,244.8148961,0,660.1990609,1460,20,1,1,72.0
3,0,1826.6441,0.0,256,-1,6183.0,5210.1624,6183,6183,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0
3,1,2.2563,0.170354791,8192,29200,5870102.0,194.9974,32865,5870102,0,0.0,0,12.0,2.0,0,3.464101615,2,0.0,6,20,1,0,72.0
7,5,601.3394,0.845815026,8192,110,5911458.0,40.0569,47,5911458,261,34838.952,125180,375.0,3118.0,0,72.74110157,0,829.6163571,1601,20,1,0,172.0
15,16,142.9086,0.26214882,8192,121,61034034.0,52.7506,295,61000000,49,5057512.469,61000000,1854.0,6711.0,0,376.048781,0,660.8724505,1601,20,1,1,312.0
18,16,144.2357,0.262658062,8192,117,60915701.0,22.1472,939,60900000,49,5065448.779,60900000,1345.0,7693.0,0,230.7536247,0,642.2350783,1460,20,1,0,352.0
9,4,562.1893,0.687653035,8192,30016,5816887.0,48.7412,49,5816887,1560,60269.3614,208431,368.0,2772.0,0,70.73289798,2,1346.849905,2713,20,1,0,172.0
16,13,79.2998,0.212759456,8192,31390,61101867.0,110.1333,425,61100000,257,5223415.617,61000000,1109.0,3719.0,0,189.3879113,2,533.5343571,1460,20,1,0,312.0
6,1,39.817,0.237256874,250,135,4214841.0,3.3468,3,4214841,0,0.0,0,135.0,46.0,6,20.1246118,46,0.0,46,20,0,0,100.0
14,13,51525.5266,76.04918627,8192,127,170942.0,2.4119,48,170942,2,21728.22948,114793,822.0,8412.0,0,72.14192361,0,677.6478266,1460,20,1,0,312.0
13,12,55.0271,0.101571257,8192,123,118143660.0,48.4941,348,118000000,46,23800000.0,118000000,644.0,5930.0,0,65.92624084,0,847.9655689,2551,20,1,0,272.0
10,7,1086.6193,1.361021435,8192,110,5143196.0,2.8413,3,5143196,48,46054.48148,184460,375.0,5182.0,0,67.76429738,0,691.7963849,1460,20,1,0,192.0
16,15,101.1099,0.245288623,8192,114,61152449.0,41.3047,1361,61200000,49,5112982.208,61100000,695.0,5637.0,0,88.2964467,0,583.7077547,1460,20,1,0,332.0
7,7,938.1904,1.542103954,8192,14472,4539253.0,3.1575,478,187135,3,1787979.223,4513961,976.0,3698.0,0,180.8570864,0,642.0630068,1400,20,1,1,152.0
8,8,655.3965,1.376176932,8192,4701,5813206.0,3.0474,3,5813206,48,19592.57762,84714,376.0,3559.0,0,73.03032638,0,656.1575241,1460,20,1,1,172.0
15,17,793.7052,1.010940517,8192,10395,16816024.0,3.9167,46,16800000,4,2487503.954,11700000,6094.0,6786.0,0,864.050467,0,565.410828,2958,20,1,1,312.0
2,1,525110.5503,43478.26087,63690,10426,23.0,20.362,0,0,0,0.0,0,6.0,6.0,6,0.0,6,0.0,6,20,0,1,20.0
14,11,44.0404,0.093220536,8192,17496,117999751.0,34.8376,71,118000000,211,24800000.0,118000000,1300.0,3652.0,0,172.3894773,2,605.1771641,1625,20,1,0,292.0
7,10,890.6536,0.989324007,8192,35040,10107912.0,3.8789,237,108837,4,3329913.81,10100000,2765.0,5872.0,0,899.6519697,2,718.4578856,2428,20,1,1,152.0
3,0,86598.772,0.0,62997,-1,127.0,141.2358,127,127,0,0.0,0,12.0,0.0,6,0.0,0,0.0,6,20,0,0,40.0
3,1,2.2354,0.192068567,8192,65535,5206474.0,135.4184,23900,5206474,0,0.0,0,12.0,0.0,0,3.464101615,0,0.0,6,20,1,0,72.0
19,16,33.8822,0.137580191,8192,292,116295812.0,89.3957,4537,116000000,795,4463316.501,111000000,1404.0,2394.0,0,157.6644004,0,320.6952603,796,20,1,0,412.0
22,17,44.1275,0.144913648,8192,294,117311242.0,73.3436,4452,117000000,795,4680720.877,112000000,1846.0,3190.0,0,169.8878928,0,347.8420872,796,20,1,0,452.0
17,14,6.035,0.121261845,29200,939,115452639.0,61.4224,109,115000000,517,3834269.785,112000000,294.0,384.0,0,73.5,0,102.6283169,384,32,1,0,520.0
14,0,127390761.0003,0.0,-1,-1,25.0,1.0182,1,25,0,0.0,0,3029.0,0.0,233,0.0,0,0.0,233,20,0,0,260.0
3,2,1473345.3679,14388.48921,-1,-1,139.0,2.902,3,3,3,0.0,3,96.0,96.0,48,0.0,48,0.0,48,20,0,1,40.0
2,2,919193.893,7380.073801,-1,-1,271.0,0.0,0,0,49,0.0,49,74.0,198.0,37,0.0,99,0.0,99,32,0,1,64.0
2,2,837673.9524,9478.672986,-1,-1,211.0,2.8467,4,4,3,0.0,3,74.0,106.0,37,0.0,53,0.0,53,32,0,1,64.0
3,2,354.4187,2.554699306,-1,-1,782871.0,1.0957,1,1,3,0.0,3,60.0,208.0,30,0.0,104,0.0,104,20,0,1,40.0
3,2,553.5777,3.541716103,-1,-1,564698.0,2.9394,190,190,3,0.0,3,60.0,240.0,30,0.0,120,0.0,120,20,0,1,40.0
1,2,2597.8547,12.09899397,-1,-1,165303.0,4.2583,48,48,4,0.0,4,84.0,310.0,42,0.0,155,0.0,155,20,0,1,40.0
1,2,1447155.0943,6024.096386,-1,-1,332.0,0.8819,1,1,3,0.0,3,84.0,362.0,42,0.0,181,0.0,181,20,0,1,40.0
3,2,5108.3098,39.49915077,-1,-1,50634.0,0.9862,1,1,3,0.0,3,74.0,170.0,37,0.0,85,0.0,85,32,0,1,64.0
3,2,3811.0521,28.20675552,-1,-1,70905.0,4.2325,48,48,4,0.0,4,74.0,202.0,37,0.0,101,0.0,101,20,0,1,52.0
3,2,15969.9371,82.57297387,-1,-1,24221.0,3.0565,4,4,3,0.0,3,80.0,290.0,40,0.0,145,0.0,145,20,0,1,40.0
3,2,7158.3155,31.9964164,-1,-1,62507.0,0.8802,1,1,3,0.0,3,80.0,326.0,40,0.0,163,0.0,163,20,0,1,40.0
8,4,4059.2721,7.361452856,29200,123,543371.0,20.5004,98,543371,2417,83405.04033,270376,370.0,1676.0,0,71.30367652,0,834.0047961,1670,20,1,0,180.0
7,4,814.0737,19.19570016,0,123,208380.0,0.7188,1,208380,36087,14088.52087,157015,42.0,124.0,6,0.0,31,0.0,31,20,0,0,140.0
32,19,319.1105,0.291363397,1444,363,65210662.0,2.4819,1370,65200000,3,2299292.17,65200000,13893.0,5456.0,0,414.3747804,0,127.7503047,821,32,0,0,1024.0
4,1,25.9043,0.150223886,237,30,6656731.0,3.9288,4,6656731,0,0.0,0,129.0,41.0,6,18.78030884,41,0.0,45,20,0,0,100.0
8,8,147.1444,0.488358003,29200,123,16381425.0,0.8819,127,10400000,3,4065819.89,16300000,1191.0,1184.0,0,251.3156453,0,349.3336514,1003,32,1,1,264.0
8,8,144.2151,0.488624635,29200,123,16372486.0,3.0147,174,10400000,3,4066735.762,16300000,1187.0,1193.0,0,250.3214719,0,352.4807746,1012,32,1,1,264.0
2,0,0.0,0.0,253,-1,122.0,103.5384,122,122,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,32,0,0,64.0
2,0,0.0,0.0,253,-1,184.0,220.7452,184,184,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,32,0,0,64.0
7,4,133.0468,0.663789802,29200,340,6026004.0,2.7751,3,6026004,252,38231.80654,113883,635.0,168.0,0,190.7072051,0,84.0,517,32,1,0,232.0
13,15,232.4058,0.486408183,29200,672,30838297.0,3.3758,3,30300000,38,4246818.202,30800000,977.0,6114.0,0,176.1704501,0,583.2191208,1448,32,1,1,468.0
14,15,233.9508,0.486410943,29200,672,30838122.0,2.021,224,30300000,50,4246580.958,30800000,993.0,6018.0,0,180.1949646,0,577.1608095,1448,32,1,1,468.0
1,0,25827064.8334,0.0,260,-1,2.0,2.009,2,2,0,0.0,0,53.0,0.0,0,37.4766594,0,0.0,53,32,0,0,64.0
1,0,750305.2718,0.0,259,-1,74.0,71.9673,74,74,0,0.0,0,53.0,0.0,0,37.4766594,0,0.0,53,32,0,0,64.0
8,4,141.6995,0.692181036,29200,119,5778835.0,3.2845,3,5778835,424,40495.07131,103271,653.0,169.0,0,189.3019759,0,76.55226972,517,20,1,0,160.0
8,6,1081.6044,1.038234365,29200,123,5779042.0,10.6715,48,5779042,50,13654.5946,53763,740.0,5522.0,0,170.9640151,0,970.9751112,2338,20,1,0,200.0
9,7,1001.7348,1.325644093,29200,123,5280452.0,19.9017,48,5280452,49,15002.28781,60274,740.0,5522.0,0,170.9640151,0,692.3648914,1460,20,1,0,200.0
17,23,446.0822,0.382479645,29200,127,60133919.0,3.0417,218,50300000,3,4553075.601,60100000,1180.0,25346.0,0,156.3298032,0,1158.017467,4380,20,1,1,360.0
22,23,342.1685,0.382070565,29200,127,60198304.0,0.0,70,60200000,58,4551423.798,60200000,1210.0,20313.0,0,139.140217,0,933.0138191,2920,20,1,1,460.0
22,26,482.7592,0.43186203,29200,127,60204413.0,4.0098,181,50400000,4,4352708.138,60200000,1216.0,28268.0,0,136.3245807,0,1022.414057,2920,20,1,1,480.0
23,20,336.2417,0.332360685,29200,127,60175589.0,0.9953,101,60200000,47,4770360.056,60200000,1210.0,19755.0,0,139.140217,0,1045.276286,2920,20,1,0,460.0
23,26,423.3713,0.431948571,29200,127,60192351.0,0.0,156,50400000,4,4352639.279,60200000,1210.0,25108.0,0,139.140217,0,844.1596896,2920,20,1,1,460.0
17,19,297.0248,0.315506345,29200,127,60220659.0,9.1097,217,60200000,50,4842892.894,60200000,1186.0,16838.0,0,152.3968847,0,1049.406424,2920,20,1,1,380.0
25,29,667.0853,0.47879822,29200,131,60568312.0,2.0111,213,50700000,3,4169195.291,60500000,1645.0,37655.0,0,150.5365404,0,1102.177798,3273,20,1,1,520.0
35,39,904.3785,0.644039915,29200,131,60555253.0,0.0,1,50800000,3,3687466.85,60500000,1699.0,49082.0,0,131.1412575,0,961.7571876,4380,20,1,1,700.0
18,20,378.6615,0.332804341,29200,127,60095370.0,3.14,228,50300000,3,4770722.242,60100000,1180.0,21317.0,0,156.3298032,0,1328.723973,4380,20,1,1,360.0
37,37,939.4034,0.610869142,29200,135,60569437.0,0.0,50,60600000,96,3773229.448,60500000,2134.0,55885.0,0,140.2731569,0,1102.568906,3273,20,1,1,760.0
17,21,308.3182,0.349514007,29200,127,60083429.0,4.4962,221,50300000,4,4699805.422,60100000,1186.0,17571.0,0,152.3968847,0,860.8309441,2920,20,1,1,380.0
20,21,450.9765,0.349435557,29200,127,60096918.0,4.4903,238,60100000,76,4696713.957,60100000,1198.0,24587.0,0,145.3268186,0,1136.766186,2920,20,1,1,420.0
17,22,368.0519,0.366084391,29200,127,60095433.0,3.1798,213,50300000,3,4624537.003,60100000,1180.0,20400.0,0,156.3298032,0,946.6768535,2920,20,1,1,360.0
19,25,459.6526,0.416002359,29200,127,60095813.0,1.6924,209,50300000,4,4419393.432,60100000,1198.0,28167.0,0,145.3268186,0,1140.681621,4380,20,1,1,420.0
13,0,27406276.3104,0.0,-1,-1,23.0,0.8238,1,23,0,0.0,0,650.0,0.0,50,0.0,0,0.0,50,20,0,0,260.0
2,2,672504.9145,4524.886878,-1,-1,442.0,0.9409,1,1,48,0.0,48,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
2,2,812026.2005,7722.007722,-1,-1,259.0,2.9019,3,3,3,0.0,3,90.0,122.0,45,0.0,61,0.0,61,32,0,1,64.0
3,2,1003747.4208,6968.641115,-1,-1,287.0,0.8214,1,1,1,0.0,1,90.0,206.0,45,0.0,103,0.0,103,20,0,1,40.0
3,2,1066808.5261,10152.28426,-1,-1,197.0,2.7506,3,3,3,0.0,3,90.0,122.0,45,0.0,61,0.0,61,20,0,1,40.0
2,2,910333.8427,6060.606061,-1,-1,330.0,0.9552,1,1,1,0.0,1,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
3,2,800963.148,7407.407407,-1,-1,270.0,3.6764,4,4,47,0.0,47,90.0,122.0,45,0.0,61,0.0,61,32,0,1,64.0
1,2,4322.2178,40.65619092,-1,-1,49193.0,1.1004,1,1,4,0.0,4,72.0,140.0,36,0.0,70,0.0,70,20,0,1,40.0
3,2,14625.0203,82.17264473,-1,-1,24339.0,3.2347,3,3,3,0.0,3,72.0,268.0,36,0.0,134,0.0,134,20,0,1,40.0
1,2,818704.3631,7547.169811,-1,-1,265.0,2.9261,3,3,4,0.0,4,90.0,122.0,45,0.0,61,0.0,61,32,0,1,64.0
1,2,801058.3891,5698.005698,-1,-1,351.0,1.0551,1,1,1,0.0,1,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
2,2,755763.7963,7246.376812,-1,-1,276.0,4.0834,4,4,47,0.0,47,90.0,122.0,45,0.0,61,0.0,61,32,0,1,64.0
2,2,850243.6233,5780.346821,-1,-1,346.0,9.9947,12,12,74,0.0,74,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
3,2,821016.3023,5586.592179,-1,-1,358.0,1.1172,1,1,1,0.0,1,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
2,2,615669.8114,6042.296073,-1,-1,331.0,49.8329,47,47,48,0.0,48,90.0,122.0,45,0.0,61,0.0,61,32,0,1,64.0
2,2,1080433.4789,10471.20419,-1,-1,191.0,2.8458,14,14,3,0.0,3,90.0,122.0,45,0.0,61,0.0,61,20,0,1,40.0
2,2,985981.6889,6369.426752,-1,-1,314.0,1.2026,1,1,48,0.0,48,90.0,206.0,45,0.0,103,0.0,103,20,0,1,40.0
2,2,693137.7646,6872.852234,-1,-1,291.0,1.863,3,3,2,0.0,2,90.0,122.0,45,0.0,61,0.0,61,32,0,1,64.0
2,2,838790.8391,5747.126437,-1,-1,348.0,0.9138,1,1,1,0.0,1,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
2,2,1034268.521,6079.027356,-1,-1,329.0,1.0823,49,49,1,0.0,1,60.0,260.0,30,0.0,130,0.0,130,20,0,1,52.0
3,2,972365.551,7117.437722,-1,-1,281.0,2.8175,3,3,3,0.0,3,60.0,214.0,30,0.0,107,0.0,107,20,0,1,40.0
3,2,796186.5975,10152.28426,-1,-1,197.0,50.1589,48,48,48,0.0,48,54.0,86.0,27,0.0,43,0.0,43,20,0,1,40.0
3,2,914343.0245,10309.27835,-1,-1,194.0,2.3123,4,4,3,0.0,3,66.0,98.0,33,0.0,49,0.0,49,40,0,1,80.0
2,2,650575.54,10416.66667,-1,-1,192.0,4.1077,4,4,48,0.0,48,54.0,86.0,27,0.0,43,0.0,43,40,0,1,80.0
2,2,8917.1367,78.52683655,-1,-1,25469.0,48.2402,48,48,48,0.0,48,64.0,176.0,32,0.0,88,0.0,88,20,0,1,40.0
2,2,4177.5641,35.56756949,-1,-1,56231.0,1.0919,1,1,4,0.0,4,64.0,170.0,32,0.0,85,0.0,85,20,0,1,40.0
2,2,791538.1587,9132.420091,-1,-1,219.0,2.669,3,3,4,0.0,4,72.0,104.0,36,0.0,52,0.0,52,32,0,1,64.0
2,2,917718.7989,6711.409396,-1,-1,298.0,1.0677,1,1,3,0.0,3,64.0,200.0,32,0.0,100,0.0,100,20,0,1,40.0
3,2,1228441.594,13513.51351,-1,-1,148.0,2.953,3,3,3,0.0,3,72.0,104.0,36,0.0,52,0.0,52,32,0,1,64.0
2,2,921246.4115,8298.755187,-1,-1,241.0,1.0482,15,15,1,0.0,1,64.0,176.0,32,0.0,88,0.0,88,32,0,1,64.0
3,2,2377.149,18.25267173,-1,-1,109573.0,0.9831,4,4,1,0.0,1,70.0,176.0,35,0.0,88,0.0,88,32,0,1,64.0
3,2,9007.698,66.23174488,-1,-1,30197.0,2.9281,3,3,4,0.0,4,60.0,188.0,30,0.0,94,0.0,94,40,0,1,80.0
3,2,982697.376,7751.937984,-1,-1,258.0,1.9758,2,2,42,0.0,42,72.0,200.0,36,0.0,100,0.0,100,32,0,1,64.0
3,2,7630.6444,65.90002966,-1,-1,30349.0,47.5468,48,48,48,0.0,48,62.0,174.0,31,0.0,87,0.0,87,20,0,1,40.0
2,2,1404346.3399,10050.25126,-1,-1,199.0,0.8028,1,1,1,0.0,1,66.0,218.0,33,0.0,109,0.0,109,20,0,1,40.0
2,2,1219778.7773,8695.652174,-1,-1,230.0,0.9907,1,1,3,0.0,3,64.0,200.0,32,0.0,100,0.0,100,20,0,1,40.0
2,2,1256960.1027,10526.31579,-1,-1,190.0,0.917,1,1,1,0.0,1,54.0,168.0,27,0.0,84,0.0,84,40,0,1,80.0
1,2,7552.6362,64.32522835,-1,-1,31092.0,0.9989,49,49,1,0.0,1,64.0,176.0,32,0.0,88,0.0,88,20,0,1,40.0
2,2,2182.1409,18.15656405,-1,-1,110153.0,1.1774,1,1,49,0.0,49,70.0,176.0,35,0.0,88,0.0,88,32,0,1,64.0
2,2,1108569.7457,10989.01099,-1,-1,182.0,3.3596,3,3,3,0.0,3,80.0,112.0,40,0.0,56,0.0,56,32,0,1,64.0
2,2,1050178.2298,8163.265306,-1,-1,245.0,0.0,0,0,3,0.0,3,62.0,198.0,31,0.0,99,0.0,99,20,0,1,40.0
3,2,1357058.2053,12658.22785,-1,-1,158.0,2.5258,3,3,4,0.0,4,74.0,138.0,37,0.0,69,0.0,69,32,0,1,64.0
3,2,4089.9068,40.65288534,-1,-1,49197.0,0.9157,3,3,1,0.0,1,64.0,128.0,32,0.0,64,0.0,64,40,0,1,80.0
1,2,1205594.8362,8810.572687,-1,-1,227.0,0.952,1,1,4,0.0,4,64.0,200.0,32,0.0,100,0.0,100,32,0,1,64.0
2,2,871039.4241,9756.097561,-1,-1,205.0,4.3676,4,4,85,0.0,85,72.0,104.0,36,0.0,52,0.0,52,20,0,1,40.0
2,2,2603.5109,19.21358785,-1,-1,104093.0,1.0495,1,1,4,0.0,4,64.0,226.0,32,0.0,113,0.0,113,32,0,1,64.0
2,2,1089921.444,12903.22581,-1,-1,155.0,4.5548,4,4,4,0.0,4,66.0,98.0,33,0.0,49,0.0,49,40,0,1,80.0
3,2,2354081.8378,8368.200837,-1,-1,239.0,3.15,3,3,3,0.0,3,74.0,462.0,37,0.0,231,0.0,231,20,0,1,40.0
2,2,7909.4155,63.51626016,-1,-1,31488.0,1.0697,4,4,1,0.0,1,64.0,176.0,32,0.0,88,0.0,88,20,0,1,40.0
2,2,2894.5142,20.58163706,-1,-1,97174.0,1.0351,1,1,3,0.0,3,70.0,232.0,35,0.0,116,0.0,116,32,0,1,64.0
3,2,1189744.7925,12422.36025,-1,-1,161.0,3.0705,4,4,3,0.0,3,76.0,108.0,38,0.0,54,0.0,54,20,0,1,40.0
3,2,1188738.9581,9478.672986,-1,-1,211.0,39.2533,49,49,47,0.0,47,64.0,196.0,32,0.0,98,0.0,98,32,0,1,64.0
1,2,713643.0928,9216.589862,-1,-1,217.0,2.8699,3,3,48,0.0,48,72.0,104.0,36,0.0,52,0.0,52,32,0,1,64.0
2,2,7869.2045,63.9549757,-1,-1,31272.0,1.0823,49,49,1,0.0,1,60.0,188.0,30,0.0,94,0.0,94,40,0,1,80.0
2,2,5113.6457,56.5051561,-1,-1,35395.0,4.6102,49,49,4,0.0,4,64.0,128.0,32,0.0,64,0.0,64,40,0,1,80.0
2,2,9805.2052,66.2580752,-1,-1,30185.0,0.9614,1,1,4,0.0,4,64.0,232.0,32,0.0,116,0.0,116,40,0,1,80.0
1,2,10051.7091,89.33756198,-1,-1,22387.0,3.2973,3,3,3,0.0,3,64.0,176.0,32,0.0,88,0.0,88,32,0,1,64.0
2,2,1155809.0207,8849.557522,-1,-1,226.0,0.9458,1,1,4,0.0,4,64.0,200.0,32,0.0,100,0.0,100,20,0,1,40.0
2,2,1154067.0383,9661.835749,-1,-1,207.0,44.2685,49,49,46,0.0,46,74.0,186.0,37,0.0,93,0.0,93,32,0,1,64.0
2,2,9898.9361,85.37522411,-1,-1,23426.0,2.3344,3,3,49,0.0,49,64.0,176.0,32,0.0,88,0.0,88,20,0,1,40.0
2,2,962666.3164,11834.31953,-1,-1,169.0,3.3817,3,3,47,0.0,47,64.0,96.0,32,0.0,48,0.0,48,32,0,1,64.0
3,2,1505353.444,10638.29787,-1,-1,188.0,3.1,4,4,3,0.0,3,66.0,194.0,33,0.0,97,0.0,97,20,0,1,40.0
1,2,9986.5609,81.67932696,-1,-1,24486.0,0.9323,3,3,1,0.0,1,60.0,188.0,30,0.0,94,0.0,94,40,0,1,80.0
1,2,7708.2531,65.36802196,-1,-1,30596.0,0.0,4,4,0,0.0,0,62.0,174.0,31,0.0,87,0.0,87,20,0,1,40.0
3,2,1328776.2163,9259.259259,-1,-1,216.0,0.9903,1,1,1,0.0,1,72.0,204.0,36,0.0,102,0.0,102,32,0,1,64.0
1,2,1073110.726,7968.12749,-1,-1,251.0,1.1411,1,1,49,0.0,49,66.0,198.0,33,0.0,99,0.0,99,40,0,1,80.0
3,2,1326888.027,10810.81081,-1,-1,185.0,0.8631,1,1,1,0.0,1,64.0,176.0,32,0.0,88,0.0,88,32,0,1,64.0
2,2,2435.1337,19.12942009,-1,-1,104551.0,2.2399,2,2,47,0.0,47,70.0,176.0,35,0.0,88,0.0,88,20,0,1,40.0
2,2,911596.2305,10101.0101,-1,-1,198.0,4.3866,4,4,48,0.0,48,76.0,108.0,38,0.0,54,0.0,54,40,0,1,80.0
1,2,11126.0373,82.14227041,-1,-1,24348.0,0.992,1,1,49,0.0,49,60.0,222.0,30,0.0,111,0.0,111,40,0,1,80.0
1,2,9432.1345,77.51937984,-1,-1,25800.0,2.8818,3,3,48,0.0,48,64.0,176.0,32,0.0,88,0.0,88,20,0,1,40.0
1,2,9177.1534,83.76963351,-1,-1,23875.0,2.7628,3,3,49,0.0,49,60.0,188.0,30,0.0,94,0.0,94,40,0,1,80.0
1,2,3421.2853,32.58761996,-1,-1,61373.0,1.1116,47,47,1,0.0,1,64.0,170.0,32,0.0,85,0.0,85,32,0,1,64.0
2,2,2525.2535,19.10219675,-1,-1,104700.0,2.7956,47,47,3,0.0,3,70.0,176.0,35,0.0,88,0.0,88,20,0,1,40.0
1,2,1703768.7627,10204.08163,-1,-1,196.0,0.7712,1,1,1,0.0,1,76.0,240.0,38,0.0,120,0.0,120,40,0,1,80.0
2,2,344501.4174,1330.671989,-1,-1,1503.0,3.3572,3,3,4,0.0,4,74.0,462.0,37,0.0,231,0.0,231,32,0,1,64.0
2,2,3298.8865,23.27882209,-1,-1,85915.0,1.0303,1,1,3,0.0,3,70.0,232.0,35,0.0,116,0.0,116,32,0,1,64.0
2,2,1450673.5337,10309.27835,-1,-1,194.0,0.9766,1,1,2,0.0,2,80.0,194.0,40,0.0,97,0.0,97,32,0,1,64.0
1,2,5475.6568,38.89461504,-1,-1,51421.0,3.8733,48,48,4,0.0,4,74.0,198.0,37,0.0,99,0.0,99,32,0,1,64.0
1,2,10864.5848,80.65166546,-1,-1,24798.0,1.2431,1,1,49,0.0,49,60.0,222.0,30,0.0,111,0.0,111,40,0,1,80.0
1,2,8100.3681,33.00384495,-1,-1,60599.0,3.8925,4,4,48,0.0,48,66.0,428.0,33,0.0,214,0.0,214,32,0,1,64.0
2,2,802572.6573,10256.41026,-1,-1,195.0,46.3053,49,49,48,0.0,48,70.0,102.0,35,0.0,51,0.0,51,40,0,1,80.0
2,2,989553.109,11764.70588,-1,-1,170.0,3.8764,4,4,48,0.0,48,70.0,102.0,35,0.0,51,0.0,51,40,0,1,80.0
3,2,871642.045,10256.41026,-1,-1,195.0,3.7267,4,4,49,0.0,49,70.0,102.0,35,0.0,51,0.0,51,32,0,1,64.0
2,2,647009.5216,7462.686567,-1,-1,268.0,47.2229,49,49,92,0.0,92,70.0,102.0,35,0.0,51,0.0,51,32,0,1,64.0
2,2,6130.4773,41.18700962,-1,-1,48559.0,1.032,1,1,3,0.0,3,70.0,198.0,35,0.0,99,0.0,99,32,0,1,64.0
2,2,899222.7101,11111.11111,-1,-1,180.0,2.863,3,3,3,0.0,3,70.0,102.0,35,0.0,51,0.0,51,32,0,1,64.0
2,2,891283.1482,5181.34715,-1,-1,386.0,11.4484,14,14,190,0.0,190,76.0,244.0,38,0.0,122,0.0,122,32,0,1,64.0
2,2,1026395.4575,7142.857143,-1,-1,280.0,0.863,49,49,1,0.0,1,90.0,206.0,45,0.0,103,0.0,103,32,0,1,64.0
1,2,874339.5676,10526.31579,-1,-1,190.0,3.1782,3,3,3,0.0,3,70.0,102.0,35,0.0,51,0.0,51,32,0,1,64.0
2,2,11909.0586,84.46302631,-1,-1,23679.0,0.8814,1,1,4,0.0,4,70.0,198.0,35,0.0,99,0.0,99,32,0,1,64.0
2,2,1216016.5469,10000.0,-1,-1,200.0,3.1282,3,3,4,0.0,4,90.0,162.0,45,0.0,81,0.0,81,32,0,1,64.0
2,2,5256.2419,41.05427375,-1,-1,48716.0,1.1242,1,1,1,0.0,1,70.0,198.0,35,0.0,99,0.0,99,32,0,1,64.0
2,2,1199031.2979,12121.21212,-1,-1,165.0,3.1645,3,3,3,0.0,3,80.0,112.0,40,0.0,56,0.0,56,20,0,1,40.0
2,2,1080139.1066,12269.93865,-1,-1,163.0,1.0124,1,1,1,0.0,1,70.0,102.0,35,0.0,51,0.0,51,40,0,1,80.0
2,2,10766.6046,82.53208435,-1,-1,24233.0,1.0059,1,1,3,0.0,3,70.0,198.0,35,0.0,99,0.0,99,32,0,1,64.0
2,2,7846.7301,65.4535934,-1,-1,30556.0,1.0125,1,1,1,0.0,1,90.0,130.0,45,0.0,65,0.0,65,32,0,1,64.0
2,2,3994.7207,33.04419661,-1,-1,60525.0,2.9799,3,3,190,0.0,190,76.0,172.0,38,0.0,86,0.0,86,32,0,1,64.0
2,2,10761.6705,47.34063957,-1,-1,42247.0,3.5292,4,4,4,0.0,4,66.0,428.0,33,0.0,214,0.0,214,40,0,1,80.0
